Popularity,Title,Genre,User Rating,Number of Votes,Runtime,Year,Summary,Director,Stars,Certificate
2089,50 Cent: Blood on the Sand,"Action, Adventure, Crime",6.3,187,,2009,"It's set in an urban warzone in an unnamed Middle Eastern country, where 50 Cent and G-Unit involve with a paramilitary group led by the terrorist Kamal.","David Wheeler, Blade Zavier, Shaun Escayg,","50 Cent, Tony Yayo, Lloyd Banks, DJ Whoo Kid",M
2090,Prince of Persia: The Sands of Time Remake,"Action, Adventure, Fantasy",,,,,"Action adventure game in which the player must fight, as the Prince, against a treacherous Vizier.",,"Yuri Lowenthal, Supinder Wraich, Kristina Sandev, Eilias Changuel",T
2091,Viewtiful Joe,"Action, Adventure, Comedy",7.8,317,,2003,"During a trip to the movies, average dude Joe's girlfriend Silvia gets pulled through the screen and into a surreal movie world. To save her, Joe becomes a slick, time-bending superhero. Henshin a go go, baby!","Hideki Kamiya,","Dee Bradley Baker, Cristina Pucelli, Gregg Berger, Mikey Kelley",T
2092,Chrono Trigger: Flames of Eternity,Action,,,,2014,"5 years after the events of Chrono Trigger in 1005 AD. Crono, Marle and Lucca accidently get caught up in the time egg explosion which sends them to the future 2305 AD where their time traveling adventure begins.",,nan,
2093,South Park Rally,"Action, Comedy, Sport",5.9,249,,2000,"South Park is no longer safe! The Mayor has decided to stage a rally series that will take place through the heart and outskirts of South Park. All of your favorite characters are now armed to the teeth with destructive automobiles, including police cars, mini Porsches, Big Gay Al buggies, wheat bags, jeeps and dozens of other demented vehicles. It seems as though everyone is out for glory.",,"Trey Parker, Matt Stone, Isaac Hayes, Mary Kay Bergman",M
2094,Outlaws,"Action, Drama, Western",8.1,179,,1997,Former old west Marshal James Anderson is living a quiet life with his wife and young daughter when a railroad baron's thugs kill his wife and kidnap his daughter to force him to sell his farm. He sets out to track down the baron and his daughter by any means necessary.,,"Jack Angel, Beau Billingslea, Dorothy Blass, Cam Clarke",
2095,Shin Megami Tensei: Persona,"Action, Adventure, Fantasy",6.3,87,,1996,"A group of high school friends play a game called ""Persona"" at school. Nothing happens so they go to visit their friend Maki in the hospital. Soon after they are assailed by the undead and demons and they must find the reason their peaceful town is now under assault.","Koji Okada,","Erv Immeman, Milton Lawrence, Michelle Raymond",K-A
2096,Alone in the Dark: The New Nightmare,"Action, Fantasy, Horror",7.2,318,,2001,"Edward Carnby and Aline Cedrac are about to face their worst nightmare. Out to avenge the murder of their friend, Carnby and Aline arrive on Shadow Island and discover that it is caught in the grip of an evil force. It's up to them to reclaim three ancient tablets before the ultimate terror is unleashed.","Antoine Villette,","David Gasman, Sharon Mann, Jerry Di Giacomo, Christian Erickson",M
2097,Enter the Gungeon,"Action, Adventure, Fantasy",7.3,470,,2016,"Enter the Gungeon is a gunfight dungeon crawler following a band of misfits seeking to shoot, loot, dodge roll and table-flip their way to personal absolution by reaching the legendary Gungeon's ultimate treasure: the gun that can kill the past.","Dave Crooks,",Cam Clarke,E10+
2098,Teenage Mutant Ninja Turtles 3: Mutant Nightmare,"Action, Adventure",6.8,95,,2005,"In their third outrageous, bodacious adventure, the Teenage Mutant Ninja Turtles must save New York from an invasion of that unruly alien race, The Triceratons, who have come in search of the Fugitoid, a.k.a. Professor Honeycutt, inventor of the Transmat teleportal device. The Triceratons kidnap April O'Neil and Casey Jones, and take them to their mother ship in space. The turtles must team up, rescue their pals and send the Triceratons back where they came from. Next, they must stop the evil Agent Bishop from extracting their DNA and using it to create a race of evil mutants to do his own dastardly bidding; and finally, their arch-nemesis The Shredder plans to leave for outer space to cause even more trouble for the Utroms. It's a race against time as the turtles follow Shredder into space in order to face him for one final showdown.",,"Michael Sinterniklaas, Wayne Grayson, Sam Riegel, Gregory Abbey",E10+
2099,Ace Combat 6: Fires of Liberation,"Action, Adventure, Drama",7.8,156,,2007,"The story campaign contains 15 missions that cover the war between the Republic of Emmeria and the Federal Republic of Estovakia on the Anean continent, north of Yuktobania. Cut-scenes between mission tell stories about how the player's actions influence the course of war.","Natsuki Isaki, Sam Riegel, Liam O'Brien,","D.C. Douglas, Liam O'Brien, Joe Thomas, Michael Gough",T
2100,Justice League: Injustice for All,Action,6.6,37,,2002,Help your Justice League friends defeat the Injustice League who want to create chaos for the world.,,nan,E
2101,Soulcalibur III,"Action, Fantasy, Mystery",7.9,868,,2005,The search for Soul Edge continues as a mysterious new figure plots to restore its power.,"Jin Okubo, Tetsuya Akatsuka,","Hiroshi Tsuchida, Masumi Asano, Nanaho Katsuragi, Toshiyuki Morikawa",T
2102,Cadillacs and Dinosaurs,"Action, Adventure, Sci-Fi",8.1,221,,1993,"A side-scrolling beat-em-up featuring the usual gameplay only with the bizarre inclusion of, as the title suggests, Cadillacs and Dinosaurs.",,nan,
2103,Metro: Last Light Redux,"Action, Adventure, Horror",8.2,383,,2014,"Following the events of Metro 2033, Artyom, now an experienced ranger, confronted with guilt must go on a journey to face threats from outside the metro and within, as he finds out that he is humanity's last salvation for peace.",,Andrew Prokhorov,M
2104,DmC: Devil May Cry - Definitive Edition,"Action, Adventure, Fantasy",7.7,67,,2015,,,Tameem Antoniades,M
2105,Octodad: Dadliest Catch,"Action, Adventure, Comedy",7,214,,2014,"A video game about an Octopus who falls in love and starts a family. His human family, however, does not know that he is an Octopus and he must attempt to blend in. Will their marriage and family be torn apart by his dark secret?",,"Tom Taylorson, Ann Sonneville, Fryda Wolff",E10+
2106,Fuse,"Action, Sci-Fi",7.1,83,,2013,"You are a team of soldiers for hire, who possess super weapons called xenotech. You are tasked with stopping advanced terrorists from making bombs out of an ingredient called fuse.",,"JB Blanc, Brian Bloom, Steve Blum, Richard Epcar",18
2107,Klonoa 2: Lunatea's Veil,"Action, Adventure, Drama",8,121,,2001,"Klonoa and his two newly found buddies, Lolo and Popka, have to foil a sinister force which is causing a mire of gloom to plague the land of Lunatea.",,"Kumiko Watanabe, Tomoko Kawakami, Wasabi Mizuta, Yuriko Fuchizaki",E
2108,Risen,"Action, Adventure, Fantasy",7.6,492,,2009,"Your ship is destroyed and washes up on shore. On the island you become involved with the plans of Mendoza, who has discovered a temple leading into the heart of the volcano. The High Inquisitor tasks you with gaining access to the temple.","Andrew S. Walsh,","Andy Serkis, John Rhys-Davies, Lena Headey, Gus Gallagher",M
2109,Counter-Strike: Source,"Action, Crime",7.8,836,,2004,A multiplayer shooter game just like the original game,,nan,M
2110,Persona 4 Arena,"Action, Fantasy",7.5,90,,2012,"Yu Narukami's return to the town of Inaba is quickly interrupted when he learns the Midnight Channel has returned and two of his friends, Rise and Teddie, have gone missing.","Kazuhisa Wada,","Daisuke Namikawa, Shôtarô Morikubo, Yui Horie, Ami Koshimizu",T
2111,Cave Story+,"Animation, Action, Adventure",8.1,74,,2011,"Quote, a robot who wakes up suffering amnesia who must explore and blast his way through cavernous areas in order to figure out who he is and what he is and his backstory.",,nan,E10+
2112,Gothic,"Action, Adventure, Fantasy",8.9,827,,2001,An unnamed hero gets thrown in a colony of prisoners surrounded by a magical barrier.,,"Don Delciappo, Stefan Ashton Frank, Armand Hart, Bradley Lavelle",T
2113,Heroes of Might and Magic III: The Restoration of Erathia,"Action, Adventure, Fantasy",9,"1,299",,1999,"Turn-based strategy game in which the player goes through 7 different campaigns, controlling a number of heroes that command an army of creatures inspired by myth and legend.","David Mullich,","Catherine Battistone, Richard Epcar, Wendee Lee, Laird Macintosh",
2114,Vector,"Action, Adventure, Sport",8.1,50,,2012,"Vector is an exciting, arcade-style game featuring you as the exceptional free runner who won't be held down by the system, In this totalitarian world freedom and individually is nothing more than a distant dream, Can you break free ?",,nan,E10+
2115,Bloodborne PSX,"Action, Adventure, Fantasy",7.6,38,,2022,"Travel to the gothic Victorian city of Yharnam, whose blood-soaked roads are filled with unspeakable terrors hidden behind every corner.",,Lilith Walther,M
2116,Big Rumble Boxing: Creed Champions,"Action, Sport",5.8,33,,2021,"Do you have what it takes to be a champion? Train, fight, and win like Adonis Creed, Rocky Balboa, and more boxing legends in this knockout boxing game.","Eugene Elkin,","Robbie Daymond, Gideon Emery, Todd Haberkorn, Michael B. Jordan",T
2117,Trine 4: The Nightmare Prince,"Action, Adventure, Family",7.5,131,,2019,Trine series returns to the magic of 2.5D. Join three iconic heroes as they set off on a quest through fantastical fairy tale landscapes to save the world from the Nightmare Prince's shadows.,,"Terry Wilton, Kevin Howarth, Brian Bowles, Victoria Kruger",E10+
2118,Dragon Ball Z: Ultimate Tenkaichi,Action,5.4,102,,2011,"The game features upgraded environmental and character graphics with designs drawn from the original manga series. Destructible battle fields, including massive craters and ki energy blasts across the sky deliver a dynamic experience.",,"Masako Nozawa, Toshio Furukawa, Mayumi Tanaka, Ryô Horikawa",T
2119,Spyjinx,Action,3.5,31,,2019,"SPYJINX is a unique mix of action strategy gameplay, dynamic world building and RPG character development - all set in a thrilling, treacherous world of espionage.",,"J.J. Abrams, Donald Mustard",
2120,SiN,"Action, Adventure, Crime",7.1,128,,1998,"First person shooter set in a cyberpunk 2037, where tough police colonel, John R. Blade, of HardCorps squad goes after the criminal mastermind, Elexis Sinclaire, who plans to take over the crime-ridden city of Freeport.",,"Eric Mills, Hannah Logan, Ben Bailes, Abe Beeson",M
2121,Metal Slug Anthology,"Action, Adventure, War",7.9,232,,2006,"Metal Slug, Metal Slug 2, Metal Slug X, Metal Slug 3, Metal Slug 4, Metal Slug 5. and Metal Slug 6. The Metal Slug Anthology is a ""perfect translation"" of the arcade classics and features support for intense two-player action.",,nan,T
2122,Star Trek: Deep Space Nine - Harbinger,"Action, Adventure, Sci-Fi",7.6,86,,1996,A new Federation envoy investigates a murder on Deep Space 9.,,"Avery Brooks, Rene Auberjonois, Terry Farrell, Armin Shimerman",K-A
2123,Pokémon Gold Version,"Action, Adventure, Fantasy",8.8,"1,720",,1999,"Role playing game for the Game Boy Advance, introducing the second generation of Pokémon, where you are on a quest to master Pokémon battling.",,Satoshi Tajiri,E
2124,Turok: Evolution,"Action, Adventure, Sci-Fi",6.6,242,,2002,Prequel to,,Jennifer Lee Noonan,M
2125,Fantastic Four: Rise of the Silver Surfer,"Action, Adventure, Fantasy",5.5,699,,2007,"Game based on the film of the same name in which the player takes on the role of any member of the Fantastic Four team to go on missions featuring the whole team, or do various solo missions.",,"Matt Kaminsky, Erin Matthews, Michael Broderick, Joey Camen",T
2126,The Witcher 4,"Action, Adventure, Fantasy",,,,,,,Sebastian Kalemba,M
2127,Ys VIII: Lacrimosa of Dana,"Action, Adventure, Fantasy",7.9,106,,2016,,"Takayuki Kusano,","Yûki Kaji, Saori Ônishi, Natsumi Takamori, Hidenobu Kiuchi",T
2128,En Garde!,"Action, Adventure, Comedy",7.8,5,,2023,Battle graceless guards and nefarious noblemen in fast-paced fights full of spectacle.,,"Clara Cantos, Julien Fenoglio, Ryan Highley, Mathieu Lagarrigue",
2129,Sniper Ghost Warrior Contracts 2,Action,6.5,45,,2021,"In the war torn middle eastern province of Kuamar, you will take the role of Raven, an elite sniper and assassin. Your job is to destabilize the government and eliminate its corrupt leader.","Martin Mark,","Díana Bermudez, Walles Hamonde, Jared Zeus",
2130,House of the Dead: Scarlet Dawn,"Action, Adventure, Horror",6.7,26,,2018,"In 2006, Kate Green joins forces with Ryan Taylor, the brother of her late partner and mentor, James, on an undercover mission in a dinner event within Scarecrow Manor, located in the outskirts of an unnamed U.S. state.",,"Craig McCracken, Takashi Oda, Kazunori Yamauchi",M
2131,Ghostbusters II,"Action, Adventure, Comedy",5.2,147,,1989,"Re-live the movie as you bust ghosts, collect slime, find the proper mixture, break out of jail and hunt down Vigo, the Scourge of Carpathia.","Jeffrey Tunnell,","Douglas Recupero, Annie Potts",Not Rated
2132,Destroy All Humans! Path of the Furon,"Action, Adventure, Comedy",6.6,156,,2008,"It's the late 1970's, and Crypto faces a conspiracy so vast that even Pox can't help him now.","Jon Knoles, Douglas Carrigan,","J. Grant Albrecht, Richard Steven Horvitz, Darryl Kurylo, André Sogliuzzo",T
2133,Street Fighter Alpha 2,"Action, Fantasy",7.5,517,,1996,"The second in the Alpha series with a total of 18 fighters. The game features a number of improvements over the original, such as new attacks, stages, endings, and gameplay features.",,"Katashi Ishizuka, Tetsuya Iwanaga, Yûko Sasamoto, Wataru Takagi",T
2134,Far Cry 6: The Vanishing,"Action, Adventure, Horror",6.7,44,,2022,"In this ""Stranger Things"" crossover mission, Dani needs to save Chorizo before El Devorador kills him.","Grant Harvey, Mischa Hrziwnatzki,","Alex Fernandez, Nisa Gunduz, Robin Kasyanov, Sean Rey",M
